datetime,predicted_apparent_temperature_max
2025-06-28,38.04399999999999
2025-06-29,38.04399999999999
2025-06-30,38.04399999999999
2025-07-01,36.804436325678495
2025-07-02,36.804436325678495
2025-07-03,36.804436325678495
2025-07-04,36.804436325678495
2025-07-05,36.804436325678495
2025-07-06,36.804436325678495
2025-07-07,36.804436325678495
2025-07-08,36.804436325678495
2025-07-09,36.804436325678495
2025-07-10,36.804436325678495
2025-07-11,36.804436325678495
2025-07-12,36.804436325678495
2025-07-13,36.804436325678495
2025-07-14,36.804436325678495
2025-07-15,36.804436325678495
2025-07-16,36.804436325678495
2025-07-17,36.804436325678495
2025-07-18,36.804436325678495
2025-07-19,36.804436325678495
2025-07-20,36.804436325678495
2025-07-21,36.804436325678495
2025-07-22,36.804436325678495
2025-07-23,36.804436325678495
2025-07-24,36.804436325678495
2025-07-25,36.804436325678495
2025-07-26,36.804436325678495
2025-07-27,36.804436325678495
2025-07-28,36.804436325678495
2025-07-29,36.804436325678495
2025-07-30,36.804436325678495
2025-07-31,36.804436325678495
2025-08-01,36.805248434238
2025-08-02,36.805248434238
2025-08-03,36.805248434238
2025-08-04,36.805248434238
2025-08-05,36.805248434238
2025-08-06,36.805248434238
2025-08-07,36.805248434238
2025-08-08,36.805248434238
2025-08-09,36.805248434238
2025-08-10,36.805248434238
2025-08-11,36.805248434238
2025-08-12,36.805248434238
2025-08-13,36.805248434238
2025-08-14,36.805248434238
2025-08-15,36.805248434238
2025-08-16,36.805248434238
2025-08-17,36.805248434238
2025-08-18,36.805248434238
2025-08-19,36.805248434238
2025-08-20,36.805248434238
2025-08-21,36.805248434238
2025-08-22,36.805248434238
2025-08-23,36.805248434238
2025-08-24,36.805248434238
2025-08-25,36.805248434238
2025-08-26,36.805248434238
2025-08-27,36.805248434238
2025-08-28,36.805248434238
2025-08-29,36.805248434238
2025-08-30,36.805248434238
2025-08-31,36.805248434238
2025-09-01,37.32990605427976
2025-09-02,37.32990605427976
2025-09-03,37.32990605427976
2025-09-04,37.32990605427976
2025-09-05,37.32990605427976
2025-09-06,37.32990605427976
2025-09-07,37.32990605427976
2025-09-08,37.32990605427976
2025-09-09,37.32990605427976
2025-09-10,37.32990605427976
2025-09-11,37.32990605427976
2025-09-12,37.32990605427976
2025-09-13,37.32990605427976
2025-09-14,37.32990605427976
2025-09-15,37.32990605427976
2025-09-16,37.32990605427976
2025-09-17,37.32990605427976
2025-09-18,37.32990605427976
2025-09-19,37.32990605427976
2025-09-20,37.32990605427976
2025-09-21,37.32990605427976
2025-09-22,37.32990605427976
2025-09-23,37.32990605427976
2025-09-24,37.32990605427976
2025-09-25,37.32990605427976
2025-09-26,37.32990605427976
2025-09-27,37.32990605427976
2025-09-28,37.32990605427976
2025-09-29,37.32990605427976
2025-09-30,37.32990605427976
2025-10-01,36.99149999999996
2025-10-02,36.99149999999996
2025-10-03,36.99149999999996
2025-10-04,36.99149999999996
2025-10-05,36.99149999999996
2025-10-06,36.99149999999996
2025-10-07,36.99149999999996
2025-10-08,36.99149999999996
2025-10-09,36.99149999999996
2025-10-10,36.99149999999996
2025-10-11,36.99149999999996
2025-10-12,36.99149999999996
2025-10-13,36.99149999999996
2025-10-14,36.99149999999996
2025-10-15,36.99149999999996
2025-10-16,36.99149999999996
2025-10-17,36.99149999999996
2025-10-18,36.99149999999996
2025-10-19,36.99149999999996
2025-10-20,36.99149999999996
2025-10-21,36.99149999999996
2025-10-22,36.99149999999996
2025-10-23,36.99149999999996
2025-10-24,36.99149999999996
2025-10-25,36.99149999999996
2025-10-26,36.99149999999996
2025-10-27,36.99149999999996
2025-10-28,36.99149999999996
2025-10-29,36.99149999999996
2025-10-30,36.99149999999996
2025-10-31,36.99149999999996
2025-11-01,36.20303027139874
2025-11-02,36.20303027139874
2025-11-03,36.20303027139874
2025-11-04,36.20303027139874
2025-11-05,36.20303027139874
2025-11-06,36.20303027139874
2025-11-07,36.20303027139874
2025-11-08,36.20303027139874
2025-11-09,36.20303027139874
2025-11-10,36.20303027139874
2025-11-11,36.20303027139874
2025-11-12,36.20303027139874
2025-11-13,36.20303027139874
2025-11-14,36.20303027139874
2025-11-15,36.20303027139874
2025-11-16,36.20303027139874
2025-11-17,36.20303027139874
2025-11-18,36.20303027139874
2025-11-19,36.20303027139874
2025-11-20,36.20303027139874
2025-11-21,36.20303027139874
2025-11-22,36.20303027139874
2025-11-23,36.20303027139874
2025-11-24,36.20303027139874
2025-11-25,36.20303027139874
2025-11-26,36.20303027139874
2025-11-27,36.20303027139874
2025-11-28,36.20303027139874
2025-11-29,36.20303027139874
2025-11-30,36.20303027139874
2025-12-01,35.21349999999997
2025-12-02,35.21349999999997
2025-12-03,35.21349999999997
2025-12-04,35.21349999999997
2025-12-05,35.21349999999997
2025-12-06,35.21349999999997
2025-12-07,35.21349999999997
2025-12-08,35.21349999999997
2025-12-09,35.21349999999997
2025-12-10,35.21349999999997
2025-12-11,35.21349999999997
2025-12-12,35.21349999999997
2025-12-13,35.21349999999997
2025-12-14,35.21349999999997
2025-12-15,35.21349999999997
2025-12-16,35.21349999999997
2025-12-17,35.21349999999997
2025-12-18,35.21349999999997
2025-12-19,35.21349999999997
2025-12-20,35.21349999999997
2025-12-21,35.21349999999997
2025-12-22,35.21349999999997
2025-12-23,35.21349999999997
2025-12-24,35.21349999999997
2025-12-25,35.21349999999997
2025-12-26,35.21349999999997
2025-12-27,35.21349999999997
2025-12-28,35.21349999999997
2025-12-29,35.21349999999997
2025-12-30,35.21349999999997
2025-12-31,35.21349999999997
